id	nombre	salario
25156	FRANCISCO JAVIER	1723
25157	JESUS	2395
25158	JAN	1148
25159	RAFAEL	2129
25160	SAUL	1353
25161	ANGEL	2111
25162	JORGE	2402
25163	ANDER	1762
25164	ANDER	2848
25165	PAU	1372
25166	LEO	899
25167	PAU	2532
25168	MARTIN	1316
25169	JORDI	1795
25170	ISAAC	1159
25171	JOSE	1278
25172	OMAR	1835
25173	GUILLEM	2446
25174	ISAAC	2589
25175	OSCAR	2885
25176	DAVID	2053
25177	ADRIA	1257
25178	JAIME	2282
25179	ADRIAN	2572
25180	HUGO	1599
25181	SERGIO	1214
25182	IZAN	2158
25183	ADRIA	2355
25184	MARCO	673
25185	ALVARO	2411
25186	JOAN	2196
25187	JOSE MANUEL	2209
25188	GONZALO	1468
25189	MARC	1046
25190	ISMAEL	1658
25191	MARCOS	1652
25192	DANIEL	1344
25193	FRANCISCO JAVIER	2023
25194	AITOR	2090
25195	MARC	2218
25196	IAN	839
25197	JORDI	804
25198	AITOR	1947
25199	IGNACIO	1818
25200	JESUS	2597
25201	MATEO	1446
25202	NICOLAS	2857
25203	LUIS	1974
25204	ROBERTO	1860
25205	MARIO	1121
25206	SAUL	1701
25207	PAU	1880
25208	MATEO	1377
25209	ADAM	1621
25210	FERNANDO	2224
25211	EDUARDO	895
25212	AITOR	630
25213	ASIER	2176
25214	ERIC	753
25215	SERGIO	1361
25216	IAN	1715
25217	ADRIA	1677
25218	MARIO	2008
25219	MARCOS	1641
25220	MIGUEL	600
25221	JOEL	806
25222	ANDER	2086
25223	JORDI	2689
25224	MARIO	2513
25225	GUILLERMO	2938
25226	IVAN	1067
25227	ISAAC	2309
25228	PABLO	1618
25229	OSCAR	1133
25230	GUILLEM	1828
25231	MATEO	1903
25232	JOSE MANUEL	2246
25233	ISAAC	2167
25234	GERARD	1810
25235	DIEGO	2703
25236	SANTIAGO	1690
25237	CESAR	1423
25238	PABLO	1491
25239	JAVIER	603
25240	MARCO	1783
25241	JORGE	1954
25242	JON	1935
25243	JUAN	1645
25244	JOEL	1158
25245	JOSE ANTONIO	2637
25246	LEO	1998
25247	ISAAC	2140
25248	MARTIN	1360
25249	YERAY	1092
25250	GUILLERMO	772
25251	GUILLERMO	2226
25252	MARCO	2419
25253	PAU	1940
25254	CARLOS	2320
25255	GAEL	1963
25256	DANIEL	2455
25257	HECTOR	2001
25258	ENRIQUE	639
25259	GAEL	2638
25260	ENRIQUE	967
25261	JOSE MANUEL	1272
25262	CESAR	1482
25263	ALBERTO	1267
25264	JOSE ANTONIO	1160
25265	MARTI	2862
25266	ANDER	2290
25267	GABRIEL	991
25268	IKER	2071
25269	PAU	860
25270	MATEO	1551
25271	FRANCISCO JAVIER	1464
25272	FRANCISCO	2670
25273	RAFAEL	2166
25274	ORIOL	1826
25275	ADAM	811
25276	RAYAN	1626
25277	IKER	1762
25278	LEO	2307
25279	OLIVER	2158
25280	CRISTIAN	1968
25281	JOSE MANUEL	2285
25282	JAN	628
25283	GUILLERMO	2099
25284	MOHAMED	1879
25285	ORIOL	2460
25286	MANUEL	2433
25287	CRISTIAN	2289
25288	BIEL	2291
25289	MIGUEL	2679
25290	LUCAS	2106
25291	MIKEL	1847
25292	ANDRES	2412
25293	ADRIA	2651
25294	JAVIER	2358
25295	JUAN	1226
25296	LUIS	2638
25297	RAFAEL	2729
25298	DAVID	2725
25299	ALVARO	2740
25300	POL	2455
25301	FERNANDO	1097
25302	GUILLEM	1173
25303	OLIVER	2613
25304	IKER	2845
25305	UNAI	853
25306	JUAN	2693
25307	IKER	1856
25308	DARIO	2647
25309	CESAR	1969
25310	IVAN	2674
25311	FRANCISCO JAVIER	810
25312	JOSE MANUEL	1525
25313	DAVID	2129
25314	ARNAU	626
25315	OMAR	2919
25316	MOHAMED	2863
25317	BRUNO	1098
25318	JOSE ANTONIO	891
25319	ANDER	2968
25320	LUCAS	1242
25321	GUILLEM	2081
25322	GABRIEL	1789
25323	ENRIQUE	2955
25324	DANIEL	1951
25325	ADRIA	2727
25326	LUCAS	1306
25327	FRANCISCO	691
25328	OSCAR	2326
25329	MIGUEL ANGEL	2841
25330	MARIO	2934
25331	IZAN	1496
25332	GABRIEL	985
25333	JOSE MANUEL	2071
25334	MIKEL	2939
25335	MARTIN	1245
25336	FERNANDO	898
25337	CESAR	1543
25338	FRANCISCO JAVIER	2352
25339	JOSE	837
25340	ISAAC	613
25341	ALEIX	2839
25342	CESAR	1697
25343	ENRIQUE	2609
25344	GABRIEL	2841
25345	MOHAMED	2832
25346	GUILLEM	2676
25347	JAN	1170
25348	ALONSO	1469
25349	NIL	2813
25350	GERARD	693
25351	JON	2222
25352	MARIO	2793
25353	HUGO	2794
25354	CESAR	1197
25355	ENRIQUE	955
25356	DARIO	2199
25357	JOSE	1991
25358	RUBEN	2070
25359	FRANCISCO JAVIER	627
25360	IKER	1532
25361	JAN	870
25362	IZAN	1500
25363	ANDRES	2657
25364	AARON	1333
25365	JAVIER	1557
25366	ALONSO	2760
25367	JOEL	631
25368	FRANCISCO	1459
25369	GAEL	2509
25370	MARC	2306
25371	NICOLAS	2020
25372	DANIEL	833
25373	DAVID	918
25374	SAMUEL	2676
25375	RODRIGO	1647
25376	JESUS	1453
25377	PEDRO	2404
25378	YAGO	731
25379	EDUARDO	2826
25380	IAN	1486
25381	MARC	1356
25382	OMAR	678
25383	RAFAEL	2173
25384	IZAN	2171
25385	ERIC	782
25386	ORIOL	752
25387	ARNAU	2230
25388	LUIS	2497
25389	DANIEL	2666
25390	IZAN	674
25391	MOHAMED	1742
25392	ERIC	922
25393	IAN	2816
25394	OLIVER	2223
25395	ARNAU	1327
25396	ALONSO	1685
25397	DARIO	722
25398	RAUL	2775
25399	BIEL	2231
25400	ROBERTO	2971
25401	JORDI	2739
25402	OSCAR	2727
25403	HUGO	2088
25404	JESUS	1635
25405	MARTIN	908
25406	LUCAS	1494
25407	NICOLAS	2446
25408	ASIER	760
25409	SERGIO	2280
25410	CARLOS	907
25411	VICTOR	2261
25412	BRUNO	2482
25413	GONZALO	1158
25414	GONZALO	800
25415	IVAN	1651
25416	JOSE MANUEL	2999
25417	FRANCISCO JAVIER	2831
25418	RODRIGO	1730
25419	JORDI	1679
25420	PEDRO	2091
25421	MOHAMED	1122
25422	LUCAS	1593
25423	MARTI	874
25424	RODRIGO	1782
25425	ASIER	2314
25426	BRUNO	1946
25427	FERNANDO	1549
25428	ERIC	2021
25429	IZAN	1419
25430	ORIOL	2206
25431	GAEL	1485
25432	GUILLERMO	1548
25433	ALEJANDRO	620
25434	GERARD	1622
25435	MARIO	2087
25436	DARIO	2066
25437	ENRIQUE	706
25438	ALEX	2928
25439	DAVID	2791
25440	ADAM	1547
25441	MATEO	2406
25442	MARTIN	2066
25443	ADRIAN	680
25444	ADAM	2491
25445	IKER	826
25446	HUGO	2379
25447	ISAAC	1958
25448	NICOLAS	1315
25449	ALEX	1445
25450	YERAY	1477
25451	UNAI	659
25452	YERAY	1915
25453	ANTONIO	2028
25454	NICOLAS	2199
25455	ADRIAN	1461
25456	ADRIA	2065
25457	ALVARO	2699
25458	OSCAR	993
25459	ANDRES	2104
25460	PAU	2442
25461	DANIEL	1297
25462	MATEO	1261
25463	NIL	885
25464	AARON	2886
25465	JOSE ANTONIO	2042
25466	NIL	1173
25467	MIKEL	780
25468	GUILLEM	826
25469	RAUL	2976
25470	RUBEN	1628
25471	JOSE MANUEL	2608
25472	IZAN	2107
25473	ERIC	2724
25474	ALBERTO	1821
25475	DANIEL	1917
25476	AITOR	2143
25477	JAIME	1310
25478	SERGIO	2320
25479	MIKEL	1755
25480	RUBEN	2888
25481	HUGO	1147
25482	ALEIX	1726
25483	OSCAR	2595
25484	PAU	1350
25485	AITOR	2968
25486	ADRIAN	743
25487	JESUS	614
25488	ERIC	1202
25489	ALBERTO	1172
25490	YERAY	1065
25491	ISMAEL	1583
25492	MARCOS	814
25493	BRUNO	1316
25494	JOSE MANUEL	2589
25495	OSCAR	2729
25496	IGNACIO	2420
25497	JAVIER	1825
25498	MARTI	1819
25499	GABRIEL	2161
25500	JESUS	1069
25501	AITOR	2196
25502	HECTOR	834
25503	JAIME	1989
25504	LEO	2075
25505	JAVIER	2804
25506	ALEIX	2550
25507	JOSE ANTONIO	2276
25508	JORGE	1443
25509	NIL	2435
25510	ANDRES	1366
25511	IGNACIO	1550
25512	MANUEL	2809
25513	PAU	2115
25514	MARIO	882
25515	PABLO	1468
25516	IGNACIO	2751
25517	PAU	2352
25518	MARC	1966
25519	RAYAN	2383
25520	JESUS	2951
25521	YERAY	1600
25522	UNAI	1281
25523	GONZALO	2490
25524	POL	1706
25525	BIEL	1768
25526	GABRIEL	1739
25527	ERIK	2769
25528	OSCAR	2632
25529	YAGO	1370
25530	DANIEL	2647
25531	HECTOR	989
25532	LUCAS	1316
25533	LUCAS	2841
25534	ANDER	2089
25535	FRANCISCO	1959
25536	POL	1527
25537	GAEL	1469
25538	ANGEL	1281
25539	ENRIQUE	906
25540	MARCO	1193
25541	MARCOS	658
25542	HECTOR	2342
25543	RAYAN	2453
25544	MATEO	2256
25545	SERGIO	1845
25546	JAN	2236
25547	AARON	1584
25548	MARTIN	2226
25549	JUAN	1885
25550	CARLOS	2142
25551	MARCO	1643
25552	CESAR	1314
25553	MIGUEL ANGEL	1750
25554	ISMAEL	779
25555	OSCAR	2833
25556	RAFAEL	1398
25557	GABRIEL	2048
25558	JOSE	2213
25559	OMAR	2632
25560	MATEO	1470
25561	ISAAC	1690
25562	ANDER	685
25563	MARCO	1082
25564	CRISTIAN	2920
25565	JOEL	1479
25566	SAMUEL	613
25567	MANUEL	2121
25568	MARCOS	1054
25569	ERIK	921
25570	GONZALO	711
25571	LEO	1512
25572	BRUNO	1982
25573	MANUEL	1831
25574	ALEJANDRO	1851
25575	RODRIGO	814
25576	ALEIX	1146
25577	PABLO	2945
25578	GABRIEL	1937
25579	ARNAU	2043
25580	NIL	2363
25581	GONZALO	1444
25582	ASIER	747
25583	JOAN	2284
25584	MIGUEL ANGEL	2113
25585	PEDRO	1592
25586	JORDI	2700
25587	IGNACIO	2009
25588	JORGE	1151
25589	CESAR	1395
25590	ISMAEL	955
25591	SERGIO	646
25592	JORDI	827
25593	IGNACIO	1214
25594	DARIO	2305
25595	IKER	1509
25596	ORIOL	902
25597	FRANCISCO JAVIER	693
25598	RUBEN	2616
25599	PAU	777
25600	ERIC	1207
25601	JOSE ANTONIO	1230
25602	SAUL	777
25603	JAVIER	2962
25604	MARIO	1139
25605	ANGEL	2983
25606	CESAR	2757
25607	ADAM	2176
25608	MIKEL	1492
25609	MARCOS	1788
25610	ASIER	1054
25611	RUBEN	1946
25612	IZAN	2682
25613	DANIEL	1970
25614	MIKEL	1285
25615	BRUNO	2032
25616	IVAN	991
25617	MIGUEL ANGEL	829
25618	AARON	2341
25619	JOSE	2552
25620	ANGEL	739
25621	SANTIAGO	2707
25622	ANDER	1838
25623	IKER	2168
25624	CESAR	2604
25625	ALBERTO	2957
25626	JOSE ANTONIO	635
25627	MANUEL	2483
25628	ALVARO	2097
25629	GABRIEL	1058
25630	OMAR	954
25631	ALEIX	604
25632	RODRIGO	1622
25633	MARCO	2382
25634	CESAR	2695
25635	ANDER	2591
25636	ALBERTO	734
25637	DARIO	1301
25638	ALEX	990
25639	CRISTIAN	1742
25640	IKER	1874
25641	BRUNO	1800
25642	RUBEN	1821
25643	ADAM	1403
25644	OLIVER	690
25645	HUGO	2702
25646	FRANCISCO	2548
25647	JORDI	1267
25648	DAVID	2696
25649	VICTOR	1052
25650	DARIO	2764
25651	JOEL	1584
25652	JAN	2202
25653	CARLOS	1966
25654	ERIK	659
25655	MOHAMED	606
25656	OLIVER	1805
25657	YAGO	1004
25658	NICOLAS	2646
25659	IZAN	811
25660	JAIME	2979
25661	ISAAC	1232
25662	IGNACIO	852
25663	MARC	1800
25664	LUIS	2411
25665	JUAN	2865
25666	CESAR	2455
25667	ALEIX	1319
25668	RAUL	2600
25669	MARC	2369
25670	IKER	1911
25671	EDUARDO	1099
25672	MARCOS	1051
25673	DIEGO	2000
25674	YAGO	2463
25675	JOSE	779
25676	GERARD	932
25677	ARNAU	1365
25678	JOAN	837
25679	ADRIAN	1722
25680	SAMUEL	1311
25681	OMAR	2938
25682	GAEL	2900
25683	MANUEL	2062
25684	ORIOL	803
25685	LEO	2744
25686	MOHAMED	1233
25687	RUBEN	2158
25688	RAYAN	2744
25689	DIEGO	847
25690	ADAM	1384
25691	DIEGO	1401
25692	ENRIQUE	2721
25693	NIL	1502
25694	ALONSO	1698
25695	ANDER	873
25696	ALBERTO	2894
25697	MIKEL	612
25698	MARCO	2204
25699	MIGUEL	1064
25700	IZAN	841
25701	MARTIN	2554
25702	ARNAU	2636
25703	RODRIGO	2400
25704	VICTOR	1169
25705	JAIME	1806
25706	SANTIAGO	860
25707	LUCAS	2246
25708	ISMAEL	1031
25709	JAIME	736
25710	RAUL	2148
25711	OMAR	1217
25712	JOSE	1109
25713	MIKEL	2903
25714	GABRIEL	1467
25715	ALEJANDRO	2400
25716	LEO	2970
25717	OSCAR	2027
25718	PEDRO	975
25719	IZAN	676
25720	JOSE	1746
25721	ARNAU	874
25722	JAN	726
25723	GABRIEL	1855
25724	ALEX	2891
25725	LEO	1676
25726	FRANCISCO JAVIER	2534
25727	ASIER	1660
25728	LUCAS	1455
25729	YAGO	2331
25730	ANDER	1328
25731	MIKEL	3000
25732	LUCAS	1745
25733	CESAR	1173
25734	NIL	2745
25735	MATEO	2757
25736	ALEJANDRO	1932
25737	ERIC	1645
25738	CESAR	1966
25739	IZAN	2288
25740	LUIS	1418
25741	ROBERTO	795
25742	NIL	2272
25743	ENRIQUE	1354
25744	ADRIAN	1300
25745	LEO	2119
25746	RODRIGO	1094
25747	SANTIAGO	1290
25748	ISMAEL	2257
25749	YAGO	1428
25750	BIEL	2569
25751	ALEX	1107
25752	ANTONIO	2948
25753	MATEO	2461
25754	MANUEL	2041
25755	JAN	1225
25756	DAVID	1077
25757	CRISTIAN	711
25758	GERARD	884
25759	JAN	2085
25760	NICOLAS	1878
25761	SANTIAGO	643
25762	OMAR	846
25763	BIEL	971
25764	AITOR	2403
25765	ALBERTO	1731
25766	JAIME	1392
25767	ARNAU	1660
25768	JOEL	799
25769	UNAI	1434
25770	RAFAEL	623
25771	ERIC	2227
25772	PAU	1329
25773	IGNACIO	922
25774	EDUARDO	2795
25775	FRANCISCO	965
25776	ANDER	1223
25777	JAIME	2449
25778	RAYAN	936
25779	SAUL	934
25780	ADRIA	2858
25781	ANGEL	663
25782	JON	807
25783	GAEL	2196
25784	ALEX	1253
25785	DIEGO	750
25786	JOEL	1923
25787	LUCAS	2918
25788	JOAN	1070
25789	JORDI	2651
25790	MATEO	2648
25791	MARTIN	1322
25792	RAFAEL	800
25793	DIEGO	2334
25794	JOSE ANTONIO	1173
25795	ARNAU	1540
25796	JAVIER	803
25797	ALEJANDRO	970
25798	AITOR	2460
25799	NICOLAS	2267
25800	OMAR	687
25801	MATEO	2837
25802	MANUEL	1006
25803	ISMAEL	973
25804	YAGO	1851
25805	CRISTIAN	814
25806	JESUS	2437
25807	ADAM	1841
25808	JOSE ANTONIO	2574
25809	RAUL	1476
25810	IVAN	1105
25811	ORIOL	2292
25812	BRUNO	758
25813	ORIOL	2761
25814	IKER	2002
25815	MIGUEL ANGEL	935
25816	VICTOR	2704
25817	JOSE	1713
25818	RAYAN	614
25819	IKER	1559
25820	ASIER	2140
25821	RUBEN	2110
25822	ALONSO	683
25823	MANUEL	2318
25824	MOHAMED	1453
25825	JORGE	876
25826	ANGEL	1491
25827	ADAM	2981
25828	CESAR	2308
25829	OSCAR	2537
25830	MATEO	1047
25831	GERARD	2907
25832	RUBEN	686
25833	MOHAMED	2809
25834	ORIOL	1972
25835	RAYAN	1518
25836	DANIEL	2973
25837	ALEIX	1602
25838	ARNAU	2684
25839	SANTIAGO	2936
25840	DARIO	2021
25841	RAUL	719
25842	JESUS	1549
25843	ENRIQUE	1880
25844	ALEX	2369
25845	ERIC	2088
25846	MIKEL	2699
25847	AARON	1083
25848	EDUARDO	840
25849	MARCOS	2637
25850	JUAN	1904
25851	SAUL	2558
25852	LUIS	1801
25853	JUAN	2865
25854	DAVID	1652
25855	OSCAR	1298
25856	ALBERTO	2182
25857	GUILLERMO	1910
25858	JORGE	649
25859	ASIER	1374
25860	ALVARO	2280
25861	MIKEL	981
25862	FERNANDO	1212
25863	ERIC	1051
25864	JOSE ANTONIO	1279
25865	GABRIEL	1480
25866	AITOR	1463
25867	ANDRES	2472
25868	SAUL	1795
25869	MANUEL	2431
25870	JOSE	1137
25871	MARTIN	1531
25872	JAIME	1624
25873	DIEGO	1550
25874	OLIVER	683
25875	GUILLEM	2985
25876	UNAI	1257
25877	JORGE	687
25878	DIEGO	2593
25879	SAMUEL	2088
25880	JAIME	1092
25881	HUGO	1952
25882	MIGUEL	2483
25883	ISMAEL	2072
25884	DANIEL	2446
25885	RAUL	850
25886	ERIK	2878
25887	ALVARO	1042
25888	MIGUEL ANGEL	2628
25889	BIEL	882
25890	JORDI	2765
25891	NICOLAS	921
25892	UNAI	1941
25893	RAFAEL	1257
25894	EDUARDO	1812
25895	CESAR	2498
25896	LUIS	2015
25897	JUAN	1598
25898	UNAI	911
25899	ARNAU	1219
25900	AITOR	2336
25901	JOAN	2819
25902	MIGUEL ANGEL	1754
25903	RODRIGO	2371
25904	ORIOL	2241
25905	SAMUEL	2986
25906	JUAN	2332
25907	YAGO	2015
25908	JORGE	1418
25909	MATEO	1850
25910	FRANCISCO	2095
25911	CRISTIAN	2418
25912	AITOR	615
25913	MARIO	1441
25914	PEDRO	805
25915	FRANCISCO JAVIER	2809
25916	MARCO	705
25917	ARNAU	2144
25918	GERARD	2201
25919	RAUL	2003
25920	JON	1827
25921	ANGEL	1650
25922	ALBERTO	1157
25923	LEO	2848
25924	BRUNO	2469
25925	ROBERTO	1930
25926	PAU	2312
25927	PABLO	2888
25928	MARCOS	1833
25929	IAN	1387
25930	JORGE	2987
25931	DARIO	2143
25932	ADRIA	2212
25933	CRISTIAN	1039
25934	DIEGO	1467
25935	JESUS	1709
25936	FERNANDO	1255
25937	ERIC	1747
25938	JAN	2041
25939	ADRIAN	2954
25940	BIEL	1948
25941	JOSE ANTONIO	2321
25942	FRANCISCO	1665
25943	ALONSO	2519
25944	GAEL	2586
25945	JOEL	1666
25946	AITOR	2654
25947	EDUARDO	1681
25948	ADRIAN	2467
25949	EDUARDO	2027
25950	IGNACIO	1924
25951	OSCAR	2424
25952	GAEL	2826
25953	MARC	766
25954	HUGO	2351
25955	ISAAC	1110
25956	ALBERTO	627
25957	ALVARO	1696
25958	OSCAR	1088
25959	JOSE MANUEL	881
25960	SERGIO	2930
25961	MARCOS	864
25962	GABRIEL	1772
25963	DANIEL	2829
25964	SAMUEL	1004
25965	GUILLERMO	2502
25966	SAUL	1054
25967	LEO	2366
25968	DARIO	2690
25969	BRUNO	2070
25970	PAU	1312
25971	JOSE	2960
25972	BRUNO	2447
25973	CARLOS	2178
25974	JOSE MANUEL	2555
25975	GONZALO	2909
25976	BIEL	1393
25977	GONZALO	2795
25978	MATEO	2252
25979	IAN	762
25980	OSCAR	1021
25981	RAFAEL	2260
25982	OMAR	655
25983	DANIEL	642
25984	CRISTIAN	1401
25985	GUILLEM	1295
25986	ALEIX	2814
25987	DARIO	1882
25988	RODRIGO	1219
25989	PABLO	1315
25990	JAN	1704
25991	CESAR	1954
25992	MARCOS	1727
25993	JOSE MANUEL	1765
25994	GONZALO	2282
25995	DARIO	1183
25996	RUBEN	2204
25997	ANGEL	2242
25998	IKER	811
25999	MIKEL	731
26000	JAIME	2219
26001	OSCAR	1863
26002	RAUL	1675
26003	ERIC	612
26004	ISAAC	1375
26005	MARTIN	2873
26006	MOHAMED	731
26007	ANDER	2700
26008	ADRIA	2459
26009	SAMUEL	1556
26010	NIL	2113
26011	ANTONIO	1457
26012	MARTIN	1224
26013	NIL	2926
26014	AARON	774
26015	MARIO	2451
26016	ASIER	2025
26017	GUILLEM	1818
26018	DARIO	1467
26019	JAN	1654
26020	MIKEL	2033
26021	ASIER	2791
26022	PABLO	1361
26023	DIEGO	1354
26024	ORIOL	983
26025	GUILLEM	1471
26026	AARON	847
26027	LUCAS	1274
26028	YAGO	2958
26029	ERIK	1157
26030	MIGUEL	1632
26031	ALEIX	2018
26032	ERIC	2246
26033	MANUEL	2176
26034	FERNANDO	2597
26035	ALEIX	1349
26036	IGNACIO	981
26037	POL	2850
26038	CARLOS	2481
26039	RODRIGO	1319
26040	BRUNO	1035
26041	JAIME	1733
26042	LUCAS	2334
26043	JORGE	626
26044	MIGUEL	2077
26045	ANTONIO	1657
26046	ERIK	649
26047	JUAN	2392
26048	JOSE	807
26049	ANGEL	1469
26050	ISMAEL	2911
26051	MIKEL	1837
26052	RAFAEL	2826
26053	DARIO	1338
26054	LUCAS	2717
26055	PEDRO	1163
26056	JORGE	2081
26057	IZAN	1541
26058	JOSE ANTONIO	2358
26059	ROBERTO	932
26060	JAIME	774
26061	ANDER	2281
26062	GERARD	1403
26063	ARNAU	2976
26064	AARON	2388
26065	LUIS	1532
26066	DARIO	1037
26067	FRANCISCO	808
26068	GUILLEM	1935
26069	DANIEL	646
26070	ALONSO	2926
26071	SERGIO	2125
26072	BRUNO	2670
26073	MARIO	2456
26074	MARCOS	2345
26075	DANIEL	1683
26076	MARIO	723
26077	ADRIA	2692
26078	OMAR	2298
26079	DIEGO	1970
26080	ISMAEL	876
26081	POL	2298
26082	BRUNO	1164
26083	IAN	989
26084	JOSE ANTONIO	2789
26085	MANUEL	2019
26086	ANDER	1682
26087	JAN	2345
26088	ENRIQUE	1216
26089	ANDRES	1836
26090	ADRIAN	1422
26091	SAUL	2018
26092	AARON	1840
26093	JOSE ANTONIO	1850
26094	POL	1576
26095	DARIO	2828
26096	SAMUEL	1671
26097	LUIS	684
26098	FRANCISCO JAVIER	2374
26099	MARCOS	1041
26100	MARC	2317
26101	MARIO	1078
26102	CESAR	2662
26103	ANGEL	1474
26104	ARNAU	2326
26105	HUGO	1149
26106	ANDER	1894
26107	IVAN	2209
26108	IGNACIO	679
26109	ALVARO	2276
26110	MATEO	1457
26111	SANTIAGO	2005
26112	GUILLERMO	2650
26113	ENRIQUE	2828
26114	MARC	2611
26115	LUIS	1094
26116	JOEL	2767
26117	GUILLERMO	1305
26118	ASIER	2895
26119	MARCO	2879
26120	RODRIGO	2964
26121	RAFAEL	964
26122	OLIVER	922
26123	HECTOR	2672
26124	IGNACIO	681
26125	IAN	1901
26126	IAN	2271
26127	JORGE	1668
26128	ADRIA	2585
26129	MANUEL	970
26130	JESUS	1771
26131	AITOR	1884
26132	YAGO	1153
26133	ISMAEL	1798
26134	ANDRES	2285
26135	JAIME	2409
26136	EDUARDO	1517
26137	DANIEL	1877
26138	ADAM	1371
26139	FERNANDO	2075
26140	GABRIEL	1896
26141	OSCAR	2459
26142	DANIEL	1503
26143	ADRIA	2978
26144	ALVARO	1832
26145	MARTIN	2160
26146	FERNANDO	2722
26147	ARNAU	2076
26148	RAFAEL	2012
26149	BRUNO	2650
26150	LEO	1768
26151	IVAN	2362
26152	GUILLEM	1262
26153	JAVIER	1252
26154	MATEO	668
26155	AITOR	2547
26156	PABLO	2959
26157	ADAM	630
26158	ANGEL	1858
26159	MARCOS	728
26160	LEO	2198
26161	SAUL	1451
26162	YAGO	1668
26163	LEO	604
26164	ADRIAN	706
26165	JAIME	857
26166	ADRIAN	1990
26167	BIEL	1577
26168	SANTIAGO	1129
26169	MOHAMED	2056
26170	JAVIER	630
26171	RUBEN	2133
26172	RAFAEL	2148
26173	ANDRES	1698
26174	IZAN	1160
26175	LEO	2625
26176	DAVID	623
26177	ORIOL	2838
26178	DAVID	2979
26179	RAYAN	1242
26180	PEDRO	942
26181	MARCO	2512
26182	RAUL	881
26183	GUILLEM	1592
26184	JON	789
26185	ADRIA	2413
26186	FERNANDO	2075
26187	ANGEL	1341
26188	JAVIER	2388
26189	AITOR	689
26190	ARNAU	2984
26191	JAIME	2402
26192	MIKEL	1849
26193	DAVID	1164
26194	ERIC	1621
26195	GONZALO	897
26196	AARON	1441
26197	GERARD	2854
26198	CARLOS	2431
26199	YERAY	1146
26200	IKER	2067
26201	SAUL	1871
26202	IVAN	1781
26203	JAN	2600
26204	BRUNO	1008
26205	MIKEL	2111
26206	JOSE MANUEL	1771
26207	HUGO	2860
26208	DARIO	1167
26209	RAYAN	1294
26210	JOAN	693
26211	YERAY	2644
26212	YAGO	2434
26213	ALBERTO	757
26214	SAMUEL	1037
26215	SAUL	774
26216	GUILLEM	2698
26217	NIL	2913
26218	JOAN	732
26219	OLIVER	2966
26220	JORGE	2306
26221	GAEL	2863
26222	BIEL	1117
26223	ALBERTO	956
26224	JAIME	1992
26225	ISMAEL	2113
26226	ADAM	2337
26227	ALVARO	951
26228	LUCAS	2719
26229	SAUL	2439
26230	SANTIAGO	709
26231	YERAY	1746
26232	RAYAN	2191
26233	YAGO	1220
26234	ALONSO	2633
26235	LUIS	1539
26236	MARC	2087
26237	ORIOL	2139
26238	HECTOR	2323
26239	ANDER	1122
26240	PABLO	698
26241	DARIO	2745
26242	JUAN	2516
26243	ALEIX	1729
26244	ERIK	1532
26245	ERIC	1727
26246	ISAAC	2757
26247	ADAM	1447
26248	OLIVER	2720
26249	HUGO	1051
26250	JON	1475
26251	ALBERTO	2961
26252	FERNANDO	1709
26253	PABLO	1507
26254	ISAAC	1229
26255	JAVIER	1561
26256	JAN	2051
26257	JOEL	2121
26258	ADRIAN	1384
26259	PABLO	2778
26260	SERGIO	1215
26261	CRISTIAN	2292
26262	GABRIEL	936
26263	GERARD	1689
26264	PABLO	1960
26265	JOSE	2346
26266	SAUL	2688
26267	ANDRES	2374
26268	ANDRES	2220
26269	ROBERTO	1982
26270	OMAR	2388
26271	ALVARO	1608
26272	GAEL	2886
26273	HECTOR	603
26274	IAN	1897
26275	ALEJANDRO	1920
26276	MOHAMED	2511
26277	IKER	2245
26278	ALEJANDRO	2558
26279	DAVID	1290
26280	CRISTIAN	1193
26281	EDUARDO	2431
26282	LUIS	1558
26283	ANDER	2428
26284	AARON	2871
26285	JAIME	1983
26286	DAVID	1243
26287	POL	933
26288	ALVARO	2107
26289	JUAN	2065
26290	AARON	1129
26291	JESUS	1314
26292	DANIEL	2614
26293	JOAN	2809
26294	YERAY	1071
26295	ROBERTO	2262
26296	JAVIER	2314
26297	RAYAN	1850
26298	RODRIGO	1991
26299	GAEL	1268
26300	CESAR	910
26301	EDUARDO	2359
26302	FRANCISCO JAVIER	2814
26303	ADRIAN	1625
26304	RAUL	1249
26305	MIKEL	721
26306	MARTI	1320
26307	JOSE	2459
26308	MARCOS	1867
26309	SERGIO	871
26310	JAIME	2949
26311	EDUARDO	1254
26312	GABRIEL	2142
26313	DIEGO	942
26314	MIKEL	2640
26315	ALEIX	2666
26316	JAIME	2862
26317	ADAM	1023
26318	JORDI	1644
26319	ISMAEL	2898
26320	RUBEN	2751
26321	DIEGO	1683
26322	AITOR	2832
26323	DIEGO	1196
26324	JAN	1914
26325	GONZALO	2800
26326	OMAR	900
26327	JORGE	2856
26328	ANDRES	1327
26329	JESUS	1805
26330	ALEJANDRO	2147
26331	ASIER	1829
26332	NIL	2155
26333	DIEGO	2949
26334	JESUS	951
26335	GONZALO	2000
26336	ERIC	2291
26337	OMAR	2249
26338	PAU	2552
26339	JORGE	2704
26340	UNAI	1941
26341	RAUL	2932
26342	MARTI	2615
26343	JORGE	1847
26344	PAU	1069
26345	SERGIO	1594
26346	PABLO	2854
26347	LUCAS	1333
26348	MARC	1300
26349	ALONSO	1835
26350	JOEL	1235
26351	IKER	803
